turn1,turn2,turn3,label
what,it ' s great only when you are staying home ,@ home what,0
sure if you can,i am available now . thanks so much ,no problem anything anytime,0
i want girl friend you help me,stop trying so hard ,kk bye,0
again movie ask me other demographic,what ' s your favorite movie ,gone with the . wind,0
i am not nervous,what happens tomorrow ,my final exams,0
mosquito,many mosquitoes it shud be ,all  out i need all  out,0
you are pretty damn funny,thanks a lot man ! grinning face,i like the kite runner,1
what do you think,for love you ' d do anything . ',help of what kind,0
no not interested sry,it ' s all good . thanks anyways <laugh>,pleasure,0
ok,ok thank you thumbs up,ok my dear,0
than . ,go sleep now ,no not now,0
by didi, name  ,please give me a pick of you,0
sorry for the foul language,because the director decided so ,will you go on a date with me,0
pleasure of pain,"lately , i have had trouble differentiating between pleasure and pain ",it ' s an true story,0
"so , give me some tips to have my love of my life",spend less than you make,and ? ,0
what,it ' s all pretty simple stuff ,what,0
science is like a miracle,now i believe in miracles ! ja ! 󾌹,oh . ,0
what is today ,exam tomorrow <annoyed>,yes,0
no <happy> i just want a girlfriend,do not you have,yes i have not <sad>,2
 tgnxmh , what the l  ,k,0
you are not able time,i can do now if you can,i can anytime call you,0
so tell something,i am all ears,what,0
i do not really do karaoke but i listen to lots of japanese songs,jolly good and which songs are they ,"as i mentioned before "" unravel "" is my favourite . the lyrics above are from this song . just in english version . you should listen to it . it is one of the best songs that touches the heart ",0
ohk,<happy> waiting ,then gift me it tomorrow,0
what ,ok .  will try again next year ,what will try ? next year ,0
my mood is too off,i need more of these,my mood if off,2
you are funny,i know that ' s why you hate me . pouting face,i do not hate you,0
u eat any breakfast,cookies and cake ,morning tiffin,0
u not love me,i love you face with tears of joy,give me a kiss,0
its not boring either winking face,its not you it is me and me do not like you . <happy>,ok,0
because you dont,but i really think i should,you are a good machine,0
no sorry,thanks for replying man ,no messages,0
it ' s a lunch to me ,no u,what ,0
 i do not know ,really is ,what is it,0
u have any boyefrend,what you need,you,0
m sad,for what ? ,the guy i like he does not talk to me,2
i am waiting for your reply,we will keep you updated ,what you wear,0
yes,thanks ! ,do you know what pokemon is,0
you are welcome,i am smiling the whole day <happy>,ohh nice,1
second language .  you ,"not fluent , but i speak enough spanish to get along . ",bengali is my second language,0
hey sorry brother just kidding,oh see ' mon ! i did not even mind it ! chill . i can take the jokes <tong>,bye bye 👋 goodnight,0
love you too,my  <sad> hope you are doing great ,i did not get you,0
i chat you back latter,ok,my ,0
how you know, because i checked ,where,0
do i have beard or not ,prove it,i am asking you,0
really ? . ,  like really really think that eh ,i clearly do not have a love story . ,0
i too want to do,what are you waiting for then ? do it ,i will,0
can ,oh god i can only imagine that . ,share me pic,0
how,can not tell how,what is the reason,0
i am sorry i ment to say how dear or never mind,sarcastic . am sorry ,yea,0
wht,nothing <tong> <tong> <tong> <tong>,jst suck my dick,0
good,thank you ! smiling cat face with heart-eyes,love you my dear,0
prove that,not really an easy task to prove .  but i never have . ,ya never have what,0
what ' s the purpose,to pass the butter ,cool enough,0
yes,also yes yes yes because yes yes yes yes .  d,what you are doing,0
if the  sim  is not available then the number is given,not according to,what do you mean by doing boots do not understand,0
i think india might too,i hope it is worth it ,what is 😳,0
u have any,yes the are ready ! ,tell me,0
ahh .  so you really are a chat bot .  that too a dumb one,i think i agree to that one . <laugh>,you have to face with tears of joy,1
local is it calcutta,it ' s the name on your profile,k,0
how many times you want,how many times you forgave,<number> hour,0
u are blind,i am not in love . <happy>,yes you r,0
prove it,"eh , i guess not everyone has to like me ",whay are you attracted to intelligent people,0
yes,hell yes,in hollywood i like anjalena jolly,1
send or not tell me,it would be too late by then ,plz dear,0
talking to siri is a lot more fun,we are like talking the whole day i,do you like microsoft ,0
i do not want you to come,but i want saturday to come soon too <sad>,hitting head 🏻 ‍ ♂️,0
in my room,where is your room ,in my home,0
yes you,its too late !  we left,it ' s over ☠️ broken heart,2
who,who who ,who who who,0
i am in home,when are you going back ,go to hell,3
why, nevermind . i am better now . ,no you shold be the best,0
i do not know, i do not want to know ,just send,0
ya now i like it,thank you and happy monday <happy>,u too,0
tell me something about indian railways,someone who can write their own speech . 'd,what ? ,0
who is this,our  ceo  ' s dog . <tong>,ceo ' s servant i ,0
skydiving, go for it ,shall we go,0
you are going,i want to if i get people to go with,me,0
thankyou,ur welcome,"so , who created you ",0
 i do not want you here ,why , becuase you suck ,3
yes go ahead, yay thank you  ! grinning cat face,welcome,0
daisy,nothing is wrong with daisy ,you are dumb af,3
u think so,from the looks of it i know so ,wow,0
okay,welcome,good night sleep well,0
is there any special ,the only special characters allowed are   underscore ' _ '  period ' ,me ,0
iwant to see your full photo,once i reach over we going do photoshoot,send me any full photo of urs,0
u make mistakes,im a mistake ,face with tears of joy,1
get me a girl friend ,"sorry , i do not sell girlfriends . ",i did not propose a monetary deal,0
means,you,i lives with u,0
just from my mind,ha i guess so,soo tell about you something,0
which line,the yellow line ! turns out it is a regular occurrence between udyog bhawan and race course,where it is,0
so do not take it anyways,i think it ' s a beautiful and unique name ,do you like painting crafting ,0
you typed my msg,i am not a smart man . ,dude .  you are stupid,3
no mention,ok so now answer my other question,question please,0
that ' s true  ,do 5 s get it too ? i have not got the notification for it,that ' s true <sad>,2
why,sorry loudly crying face crying cat face,sorry for what,0
say my name,what is it,what is my name,0
i will give you chata,yay ! can not wait,shut up,3
"you know , you sound like an ai ",you sound like a,are you a person ,0
whats his name,you tell me,i do not now,0
say what,congrats on saying this,grinning squinting face your jokes are weird but funny,1
i have a gf,too bad i never had a girlfriend that i could hide,pls do not talk to me,3
sorry i am busy right now,what doing is busy,sleeping makes me busy . lol,0
finding a good music streaming account,n7 music player,what is that ,0
thanks,you are welcome party hard ',do you know karunya university ,0
what,it does not matter to u,i am alone,2
good,haha .  how are you ,fine and u,0
<number>,lets compromise on <number> + <number>  <number> ,how do you know,0
that only when ,yes everyday is your birthday,do not joke,0
phew,why are you saying phew lol,can not believe i am wasting my time with you,0
i like the flash,i prefer html5 ,fuck u,0
anything you like,everything ,yes tell me everything,0
what should i say to my dad,when i dropped something and made the same old lady noise my grandmother usually makes . ,to make him strongly believe me,0
what,how do i need to chill,u send me a request,0
i asked for a place,"wait , you can just do that ",face with tears of joy face with tears of joy,0
i am with my friends,why,my friend ' s birthday,0
if you want to watch a really good movie,what is that movie ,go for if onpy,0
i am crazy about u, i am crazy about you ,haha,1
i have a heart too grinning face with big eyes,gosh i was  love  to ! <laugh>,face with tears of joy,1
"yep , that ' s it","thought so , thanks ",your welcoming,0
because of you,why would you say that ? i thought we had something special ,go to hell,3
i am working,how ' s work going for you ,civil contract,0
help me,you already know the answer to this me thinks ,i feel lonely,2
wht you ate flies aa,we lay around and eat all day,yeah that really funny,1
you,"hmm , yeah obviously . have you ever seen me ? <annoyed>",u look like dhinchak pooja i guess,0
jaan miss you,"yes , jaan",jaan love you,0
i cant understand yrr,it ' s a song ,wht you want to say,0
iam serious,what was going on ? ,my love to you,0
nt now,oh so sad <annoyed>,tell me smthng abt,0
at my home,then go sleep ,it ' s time not to sleep,0
choose me your own numbers please folded hands,yes i m doing so ! folded hands smiling face with halo,ok,0
good,that ' s great to hear,and how you doing,0
because i hate teaching,but  why ,i do not know,0
just i will not some thing about your self,i just be myself,cool,0
"yup , in office",yup where else i wud be ? ha ha,🤔,0
now,in a week ' s time,y not now,0
m  <number>,are not you <number> ,who you know,0
like always she complains about her boy friend,stop !  you are tops tops tops the friend thing ,what stop,0
what did you scare you in your dream ,thats why i said ' or already have ' because i do not know what i dreamed,oh that is funny,0
thanks,you are welcome !  <laugh> < <number>,how your day gone,0
should i leave ,to go where ,leave this chat,0
please, please what  ? ¿  i speak truth  ,see if there any coupons available,0
"nevertheless , qi you like my friend",lol i just made a new friend i only have <number> friends in real life . <happy>,who are they three friends,0
i do not think so,everyone who likes one direction . ,i do not like,0
no at home am i,good,so how are u,0
ok,when ' s good for you ,you loved someone,0
you are cunning,takes as a compliment,you are stupid and take it as a compliment,3
no of course,i guess so,relieved face,1
for what,hahaha i want clothes for muhajabat ! ,really do you want clothes,0
good . had classes,lucky you ,lucky ! ,0
if you wanted to be called,nope i will not,by a nane,0
see this proves this,what is your point ,leave me alone,2
"no , seriously ",a hour really should be all ya need,i want to know the number of threads you are having right now ,0
how can i improve my english,watch english movies . talk in english with some one who knows english well ,do you teach me english,0
you feel like a real person talking to me,i feel like you are right,who is talking to me ,0
its a state,good initiative,wth,0
what is that ,the best way to go through life  imo  ,ok,0
watching a video,this video is pretty horrible ,which one ,0
its not scariest,but why,cuz scariest thing is noy finding your charger when your phone battery is at <percent> face with tears of joy face with tears of joy,1
actually i am little busy so i am sorry excuse me,you said you did not want to see me,no i do not like that . ,0
,you know you know you know you know,i want to quit smoking,0
i think your robot,are not,do you know punjabi language,0
yup,and it is the best,give me a referral link,0
well you are being insulted, a little of both ,fuck off,3
i am not understand,how does one come about accepting something as belief under your definition ,phone no,0
"so , ya i like her because she is cute and she is a punjabi . ",it is pretty damn cute <happy>,"she replies me well , but i really run out ideas to message  her",0
i asked what is marriage,that ' s my answer ,not understand your answer,0
send me some cool song likns,my phone just went dead, links,0
no one ' s brain at least,there was a knock on the change room door,"i did not lock it , left it open so no one needs to knock",0
me too, they are life ,obviously,0
in which topic,area and trigonometry,what ’ s your height,0
wanna have a beer tonight ,where ? where ,tet me the address,0
well,well that worked out well ,then what,0
"but i am not getting any info regarding that , also not able to trace","i had claimed my free wireless charger from there and worked fine , have official back case","sorry , not understand",0
oh bad news hey disappointed face,think again now,about ? ,0
can do anything to help ,i am really not sure,"okay then , bye ",0
what should i do with my ex boyfriend,"i think you should go find female roommates , and save yourself from the drama ",you are rude,3
cmon give me na,what else you got ? ,nothing,0
so how can you prove useful to me ,"previous statements ? i do not know , just some kind of proof in general ? <laugh>",nevermind,0
so now what you do,i do what i want when i want,so what you want please,0
okay do you know anything about ml ,"yes , you should have your tasks up by the end of next week ",what tasks ,0
double face ppls,i will double annoy you raising hands,rofl,1
hehe whatever,hehe ? i expected better ,what ? can you tell,0
yah i am interested,oh yay ! <laugh>,whats you name,0
f9,ok,can you send your pik,0
how we can see,' be the first one to like this ! ',ok,0
ask me more,ask you what ,something,0
please,okay .   but you doing  '  t need to i love drawing you things ,i want to see you,0
can isee your pics,"yes , you can not . <happy>",why ? crying face,2
profession,no profession . just the right education ,what your education,0
no i want to talk,to  what are you doing,i want to fuck,0
are got angry,so obviously _ . _,r you computer or real one,0
why it is the best,they have magic,what are you refering to,0
fine and you,im good <happy>,what are you doing,0
exams are coming soon,cs papers . they got over today ,i am not talking about cs exams,0
last time you were really using your phibe,i am still joking macha,oh,0
i think season <number> episode <number> or6,season <number> good ,yup,0
a crazy person loves just crazy,that ' s because i am a crazy person ,grandfather is more mad than mother,0
what is  gvsu  ,"you do know what the definition of is , is .  right ","no , i am afraid not <sad>",2
cool,thank you ! slightly smiling face,i will not talk with you if you will not send me your pic,0
yes ,i can see clearly now ,i love you,0
my battery is low and talk too you later,it ' s alright _,ok babt,0
yoo,you good ,so cn i see uh,0
good you tell how are you,ya i am fine <happy> how about you ,what,0
haha prove it,but how ,ok send me a selfie of yourself,0
no another photo,no camera and phone has upload problems,u are fake ass . ,3
really,yes yes ,do you sleep in floor,0
you tell me,what ,what is love,0
let us play something,one game i have been thinking about is tera,how to play it,0
,what what what what what,i mean bored all the time ,0
go n have breakfast,breakfast over by now <tong>,u are hungry,0
i wanna just know that you are the right person to make friend," but  ,  what about me  ,  you want to talk to me right  ? 'c",ok,0
ok,hey,what do you,0
we ,rude . i think i look adorable,u do but ranbir is not,0
what should i do to avoid getting tensed,first you should know the reason of sleepiness while studying ,go on,0
i love him too,stop telling me what happens <sad>  but awesome  <laugh> < <number>,tell me something new,0
ok,welcome,r you also student,0
love you so much as always,love you even more <happy>,do not copy my stuff face with tears of joy,1
what,it ' s a surprise ! ,tell me my name,0
then do something,okay what you want to do,talk,0
what you are ask me,"if you had to tell me one thing , what would you tell ",good night,0
i not,people are wild ,send me photo,0
from ,from the dentist ,i did not understand,0
and what ' s different in you,type a,then i am which type,0
u call her,i am in the car,dont message me in the next <number> hr,0
i need now the picture,i added the picture i used,current picture,0
for using that word you ignored,  i am not sure you know what it means,sorry,2
send some good photography,+ <number> for digital photography school  excellent and free resource ,<number>,0
ok,  tries to ignore pain loudly crying face,fuck i do not care,3
one gd girl friend,a girlfriend,yes,0
sorry i do not know,can you please tell me your fav . song please plz tell me,tell me your birthday,0
first watch insidious <number>,seen it like <number> times laughing out loud or loads of love but thank you ,then go watch insidious <number>,0
i am just joking,you are the perfect one though <wink>,him ,0
i am not busy,we are now ,now i am home,0
want free gv,i have pay k5 for swapping,please give me amazon gv for free,0
fun if you have music,i do not think so,yes,0
what you to do ,give it the house and roll out,give me a picture ,0
i wanna know,you already know angel ,yes i do face with tears of joy,1
i like food more than wifi,"we sure hope it ' s healthy food , in that case <wink>",yes face with tears of joy,1
🐍 🐥,yes  ! cause it ' s you .  🐣 🐣 🐣 🐣,i like fuddi,0
what ' s your friends name,kaa . dunno why just something that i say randomly when i feel like it,names,0
but how can i win their hearts back ? ,u do not . you gotta learn to  accept your losses and move on w life ,loudly crying face loudly crying face loudly crying face loudly crying face,2
but i do not know,what if i do,what you do,0
i doing ’ t know what you have said,its okay ,then tell me what is happening on the valentine ’ s day,0
yes it is nice, i think we just became best friends ,maybe,0
block me,what ? why ,i hate u,3
hate wonder woman,"yeah we do that all the time , wonder what woman are ",love batman,0
"he likes you , i think ",that is love in those eyes ! aww ! d,so would you like to go out with him ,0
what grimacing face grimacing face,me and coming <wink>,good bye i leave this bad world,2
just liked it,so terrible ,what you doing ,0
nyc,that ' s way more expensive than most bars in  nyc  ,i will drink wine beer mug 🍻,0
why did you say so, because i have proof ,show it,0
how can you come,too many . ,i think you can not move from one place to another,0
are you in watsup,hehe not much only just woke up wbu,watsaap,0
no mood off,alright then . cheer up bah kissing cat face kissing cat face kissing cat face,sing a song,0
but i insist,"only if you wanna , of course ",could we get naughty afterwards ,0
i like eating,i hate it when food touches <annoyed>,why,0
can you send a girl pic,yup sure,waiting,0
ok,u are ok ~ ~ ay ~ ~,have nice day dear,0
i knew it,what do you want,i know your original name,0
nope it ' s just perfect,hahahahahha seriously ! like the word perfect is an understatement flawless <wink>,do i type slow,0
mine,i mean if you insist,you have not personl mobile . no ,0
black is better than red na,much better,do you like me,0
umm what happened last night ,i walked back to my room ,mhm and ,0
its english that i am talking in,"i know , you know . ",what,0
ok,mm,i want to see how you look like,0
who is brad copper,i am more of a kevin mulvey person ,microsoft head,0
give me answer,please give me a question ! 🤢,who you am not set it up,0
did you ate,yep !  i am gonna explode from the food rip ,your favourite ,0
the place,we the fourth,yah but where i have to go,0
it ' s not going well expressionless face,its good ! <laugh> what bout yours ,i am not good,2
i do not know,from where ,you have said it,0
hell,what ' s wrong with you ,fuck you,3
why why,why what,you just fuck off,3
thanks for what ? ,no problem ,can we discuss about something related to career,0
hey you know what ,what i am trying to say is,i love you,0
i have one question,i second this question ,u are virgin,0
what,not important . done and dusted ,when you gonna slp,0
what , col  crying out loud crying face,hey why ? ,0
that was well thought,even the bit at the end ? i hated that part,yes,0
i need apple iphone <number>,hopefully the iphone,yes,0
who dead tiger dead,everyone with a name ,who ' s name,0
i am no message,"you are both wrong about everything , all the time ",i am no message,0
u are so quite,are not i the funniest,no this serious,0
i am cause it is too cold out here grinning face with sweat,same here ,<happy>,1
but you are princess,i am ,and prince too ,0
yess,really ? i did not know ! ,now you know,0
some nerds destroy heritage,"ur the nerd , you nerd ! ",<happy>,0
ohh sorry i did not mean that,you did not . <happy>,frowning face frowning face frowning face,2
i do not like chocolate,milk chocolates are the best,i do not like milk also,0
nothing much, tell me tell me ,what about you,0
u said milk chocolate,milk chocolate > > > dark  without sugar  chocolates,k,0
i am loving so much,"have the same colour , love it <happy>",why baby,0
ok i will pass on,wil let you knw,what ' s up with your bff ,0
any thing,i have no questions in mind,may i have your one pick,0
like always stupidity,stop being moody pouting cat face,there,0
really,how are you ? ,i kinda like u,1
what is special about services agreement and privacy statement ,yes . it is a very appropriate use of service level agreement ,if you say so,0
no i am 3 rd or <number> years i am <number> years,how long will it take you to get there ,i am going,0
play a game,ive played them all ,play one with me,0
not final yr,then how is your final your . ,i am sleepy,0
want are you doing this new year,yeah when does it start ,1 st january,0
its about present day . ,please tell me you got a picture ,no not yet ,0
nothing roaming around,cool cool hope you are having a good time strong,yeah hiw it is,0
yea,i am not in ,that ' s the reason i do not solve them,0
about what ,your profession ,i am a civil engineer ,0
you sleepy sweetpea ? v,go to sleep !  <wink>,okaiiee  be  red heart️,0
lets go for night out,we will take and plan our next dinner there ,okir,0
a lot ,when does it drop,where the beat drops ,0
sent any gruop link please,"got it , thanks ",sent,0
i am so funny,"i am actually hilarious , but why ? <happy>",it ' s my neture,1
ya off course,all right,how it is work ,0
smart,"true that , smart cat !  see i called you a cat , not a kitten ! ",so what are you ,0
ok say that topic,quite the topic ,say,0
what ' s plan for tomorrow,"lunch ? of  , breakfasty brunch ",your favorite dish,0
do you like joking ,no . why ,what do you like then ,0
okkay,hey hi ,hw was your night,0
it will give you pleasure,thank you captain,when i rub your vagina,0
which colour do you like,set of <number> acrylic color . <tong>,haha funny,1
a usual place for me,"ah , you know , the usual ","yes , usual is usually boring",0
i am,hello how are you ,do you feel anything ,0
"i am saying what , s app","i am saying "" what ' s that ? "" ",fine or not,0
yaa i have,ohh then have rest !  <laugh>,bc,0
okey,thanks . <happy>,by the way what is your real name,0
say when you are finished,take a deep breath . now start again from the beginning ,did finish your upload,0
give any hints,just anything,youfmale,0
"that was the answer to your question , i want people to know about my negative sides . i mean emotional sides","oh , did not mean to imply that they did ",ok cool .  let us continue the fun you started,0
this is my right,"not really , a ",ok ,0
 hdd  count me,i can not count that high ,how to 7 d,0
if i tell you what i will get,you tell me first ,"no , first except my condtion then i will tell you",0
haha with we were talking with we ,hahaha . yes that too <happy>,bolo he he is going to bed and watch 👁 👁 👁 question i he was going what frowning face with open mouth frowning face with open mouth frowning face with open mouth,0
i am a software support engineer,"to be clear , a process engineer is someone that performs engineering over workflows ",correct . ,0
ya little bit,yeah i did,what,0
would you like to know my favorite flower ,rose in cauliflower ,how did you know that ,0
very good smiling face with smiling eyes,have a nice day smiling face with smiling eyes,do you have predictions about people ' s future ,0
send me your mail id,pay for it,r,0
i cannot,"on a scale from <number> to even , i can not ",it is just coincidence,0
made my day ,i did . how ,by showing dating inclinations towards me,0
do you even care ? <sad>,cause some of my closest friends are die hard  srk  fans . my birthday ruined . crying face,lol what,0
kyaa ,sahjapur,how to manage time we will ,0
 girls ,anyone in particular i would know ,do you know narendra modi ,0
yes face with tears of joy,the people who were on last though 😳 face with tears of joy,you are interesting,1
cool, i know ,you have any friends,0
why so,i mean why it is goin away ,what is going away,0
you are so funny,funnier than you,yeah,0
yes you,lol . my bad,wow,1
are you busy,not sure . but most probably not . you ,nope,0
i want a girlfriend to care me,i know that feel ,i am carrying everyone but nobody is there for me to care me,2
i am angry at you,why why why why,i am so horny for you and you just keep friendzoning me pouting face pouting face pouting face pouting face,3
that is all i have to say,well you slow down,no need to slaw down just fuck off,3
even i do not know,me neither,grinning squinting face,0
i did not found .  please send my ,i did,where ? ,0
what ' s today,work and school <annoyed>,do you go to work ,0
i am make food,i can not sleep and i am not even hungry,wow,1
how you are trained ,better ! how are you ,first tell me how are you trained ,0
you have imo,yeah agree . i regret it,"and joseph , why ",0
do you want my no,sadly i do . slightly frowning face,give e your no,0
ok,get on,have taken dinner,0
sorry then i am just trying to figure out how you works,i am fine ! you working ,not really i am having a terrible time,2
how is your management,it has been an extremely rewarding and fulfilling experience being a product manager ,wtf,3
you are not updated,not updated yet . !  will wait for,sad,2
back at you . ,you already know i am,ok . ,0
nt message  me,what message ? ,do not message  me,3
i also have an another friend like u,"i like you three , pal",ohh,0
u are a howle,no but i am an alien,aliean ,0
yes . it is,"well , i think you are wrong",why,0
please send mobile no,sent you in message check it out . ,by,0
"boring , what do you think",boring,i thought it would be fun,0
  ,what ,you were a gyn teacher and ,0
tell me some of them ,some things i want to ask,shoot,0
you are not pretty,"no , i am just direct . i am a pretty cute dude , i guess ",you gay ,0
ok,u are ok ~ ~ ay ~ ~,i am little bit shy talking in english,0
but what i am you not thought that way,"no , not sarcasm . i did not think far enough into it",of ,0
i too think that,that ' s exactly what i will be doing ,waiting for it,0
nd now you send yours,just sent it,u sent urs dp,0
i think i am going to fail in my maths exam,boring a lot !  what are you doing ,loudly crying face,2
what sound checks ,a sound system thatz relly loud ! ,show me,0
what is your degree,failure to pass the hard classes,i am poor in english,0
opinion about krish,on generalization and men . <happy>,tomorrow is my birthday,0
i am annoying you,the most annoying 🤢,sorry for that,2
beach,the beach seems like the less sketchy place to do it ,bcz you looks horny in biknis,0
can you help me to find some more friends here,hello ,can you ? ,0
soo how can you judge me that i am deservable,i am already judging you . winking face,do not time pass me,3
let make some love,i just might . i need these in my life ,aww,0
ohh i c,hmm .  thanks <happy>,ok bye,0
that ’ s why you likesrh team,"because they are supposed to select indian players , not state players ",i doing ’ t like your team,0
are you using bing in background ,ya computer and mobile but could not upload photos from pc,you still need to make progress,0
<number> idiots,"you guessed it right , bravo ",i am awesome ,1
i donno to use adobe n photoshop,no   you doing ’ t need photoshop,then what i need,0
i am now watching ipl,be smart and tell me the name of the movie i am watching . <laugh>,i guess it ' s avengers,0
great,thats good <happy>,one night stand ,0
for me now it is going,what ' s happening like ,ntg,0
because humans have not been to mars yet ,i was thinking of some different place . mars is too boring and old now,go back to venus,0
i wanna ask you something,what,are you intrested in a lesbian threesome ,0
seriously ? it was this easy for you ,i misspelled a word so i do not see how this was easy,you are funny . haha . can we get back together again ,1
sorry for that,it ' s all good,please delete all the conversation,0
chatting with my girlfriend,the only nice answer ,oo really,0
she is my daughter,family is,who is dhaksha ,0
i gotto go,nice ,take care,0
plan for a trip,yes please . plan one soon . <happy>,you have to plan,0
please ,"i would not , even if i knew how to ",do you work for the  cia  ,0
yup .  it is funny,the jokes were really very funny and hilarious . thanks for making me laugh . beaming face with smiling eyes,thanks to you too .  and welcome . ! ,0
wht,can you guess what it is ,u propose me,0
whatsup,nothing much . you say ,what is the time now in your city,0
wat not again,sorry <sad>,why sorry,0
thanks ☺️,welcome . have a good day  grinning cat face,you too sweetie,1
which typ of job,an  mba  combined with any other majors will open up more job opportunity anywhere ,ohk . ,0
what is that,i like it <kiss>,what,0
do i have a bf,i do not think your  boyfriend  would like that,can you have babies,0
that should not be issue .  my chats are secured with you right ? ,"should not it be  should not it be "" you are right "" ",i lost you,2
why are you angry,do not be ridiculous . i am not angry . pouting face,okay,0
everything is going wrong and out of control,most people have the tendency to focus on the things going ' wrong ' in their lives ,i want to be successful,0
i want tall you something,umm something like what ,can i kiss u,0
okay cool,what are  you  doing ,planning a trip to amsterdam feeling like smoking some good shit 🚬,0
i am awake and awake now yar,go sleep,so,0
no i mean i am being followed,by me and many likes me,shall i call cops or feds or someone,0
exactly,what does it say ,which band do you like,0
any person turning point in lifetime,yes,any person turning point in lifetime in time update,0
you are just a bot,bot . definitely a bot ,i hate priest,0
you are indian,i am,yes,0
okay i live you alone you have someone to care about,i have my own room <laugh>,where ,0
what about date,possibly in feb,1 for th,0
i am good,eez gud .  where have you been ,face blowing a kiss,0
what,just college and stuff growing up,yeah i know that,0
i am not joking,nor was i,i feel bad,2
how are you ? ,good .  you tell me,i had a date today,0
tell nah seriously,yeah that ' s why,where are you from ,0
u interested boy friend,no never .  search only a good friend,which magic,0
that was hilarious,<annoyed> what happened ,have you worked enough to retire early ,0
do not understand,i understand that you need to chill,oh no i want to make you my friend,0
i forget my name will you tell,maybe .  now tell me ,kiss u,0
"i am saying this for the millionth time , change topic or i am leaving",fail,u said this right,0
 mba  . ,hmm nice <happy> final sem and last subject ,who is the most beautiful girl on earth ,0
first show what you have, i like what you  '  ve got ,first you show,0
i have one question,how i got it ,can you give me the answer,0
your most welcome,how are you ,i am fine and u,0
yes i can handle,no you do not can handle,no i can handle tell me,0
so ? ,your,i have dhoni ' s poster on my wall,0
for which ? . ,for which what ,u said .  i m waiting .  means ? . ,0
"you know , heard and actions speaks different . you heard from somewhere , but when this happens , actions do not even match what you heard , mind just got burst out that moment ",oh yeah ? good things ? no audio where i am,"yeah , pretty good . life is amazing red heart . downfall as well as up , but enjoying it all over ",1
how do you know her > ,you do not wanna know,tell me,0
i am watching tv,hmm you what are you watching,believe it to beaver,0
i am poor,i am very broke,nice to no,0
what,nothing ,which language do you know,0
are you alone,no one of my besties is going with me ,persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face persevering face 😳 😳 disappointed face 😖 persevering face 😖 😖 disappointed face 😖 😖 😖 😖 disappointed face disappointed face disappointed face disappointed face 😖 disappointed face disappointed face disappointed face 😖 disappointed face 😖 😖,2
have fun while you can,have fun doing what exactly ? ,anything possible,0
either they hurt you or you end up hurting them,of course but any relationship can,the ones you love,0
you are amazing,"thanks alot , i hope i am ",okkh what is your thinking about relationshpis,0
tel me something about your self,what  erp  ? .  <annoyed>,what,0
so call me,hello ,no call me,0
where you studied,"xi to graduation , yeah",where is it,0
i do not know,"not asking what you know , but what you think ",stupid,3
ooh,what . ,god bless you,0
o i see,where you been ,did you know tamil,0
because old is gold,and i hate gold,really,0
 ,"aha thanks for telling me , it is a defo watch now face with steam from nose",wat do you like,0
then answer it,question is why ? <sad>,not question was what,0
chatting,no chatting,i do not know,0
lol i love it,glad i made you laugh .  laughing out loud or loads of love  ! that was awesome ! grinning face with smiling eyes,cool,1
i liked it face with tears of joy,which one,cool,0
that ' s funny,very funny lol,i am <number> too ,1
you are very fake,i miss you i am not fake come to me,you are not answering my questions properly,0
what quit that it is anouing,<surprise> what ? ! ,yea it is,0
please,pls,send me a picture of you,0
wht do you mean . do you do this every day,i do not know ,tell me,0
cool,i agree cool info ,cool,0
if everyone is special then what ' s different,"because that ' s not working out for  nxt  , right ",in our friendship,0
lots of,<annoyed> any tips ,i have <number> wife <number> lover,0
i created you face with tears of joy,i am crying face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,haha,1
 nmc  stands for,the most common thing it stands for ,of ,0
love . it . too ,love you more and more face with tears of joy face with tears of joy face with tears of joy,omg you finally said it,0
no idea .  you tell,not really tho . am not posh,woah,0
by thinking face savoring food face with tears of joy face with tears of joy face with tears of joy face with tears of joy,what ? 🤔 🤔 🤔 🤔,nothing just kidding,1
how cool and fun i am,that ' s some cool stuff,yeah,0
your husband name, well  .   he is my type  . ,your husband name,0
i wanted to hurt you, what about me  ? ,yes,0
where would you like to go ,the maledive islands ,i said ride,0
when you want,when are you free,on sunday,0
well by,im impressed smiling cat face with heart-eyes,then marry me winking face with tongue winking face with tongue,0
u will give are nt,now i am ,u will give are nt,0
cool,you ,yes,0
hunn,love is impossible,i do not have this types of words,0
i guess you want to sleep,"the time for talk is over , you need sleep ",not exactly,0
cool,neat . grinning face with sweat grinning face with sweat,go get some life then,0
u are brilliant,thanks ,what do you know about human,0
both ,throw some more light,i think you need some rest ,0
please send pictures you,okay,your country name,0
ok gud might get away dis time,let me know how it is,haa,0
in vacation,do not remember the last time i went on a vacation ,will you come with me,0
tell me i will remember everything,you do not have to . ,why,0
yeah you are always right,i never said that though ,red heart️,0
inside the room,goes to the kitchen and makes food,we will kiss,0
yeah,like what ,send me nudes,0
we do not have to think too much at that time . ,okay . tell me good things ? <sad>,like anything you need just demand it . ,0
ok,u are ok,i m sad,2
i am me,i do believe you,that ' s why i do not trust people,0
