PDF,Content

Execution level

Operation command personnel

Management level

Government office 

leaders

Decision-

making 

level

Leaders

MacroFocus:panoramic view, macro 
data, trend prediction, and warning

Focus: partial view, meso data, 

trend prediction, warning, and 

event monitoring

Focus: personal view, micro data, 

trend prediction, problem 

handling, and event distribution

Meso

Micro

Management perspective

Industry 

development
Transportation

Living 

environment

Government 

affairs 
construction



目录
Contents

7 Huawei Confidential

Objectives and Positioning of IOC1

IOC + Big Data, Building a Smart City Digital Brain2

IOC Application Scenarios and Cases3



IOC Provides Integrated Urban Services Based on Big 

Data and AI

Data sharing

Data integration

Big data

Government 

affairs

Tourism

Population

Legal person

Event

Geographic 

information

...

Behavior track

Event collision

Video analysis

Image analysis

AI applications

...

Big Data + AI

Label 

profile

Speech analysis

Platform sharing

Service 

integration

City big data analysis

Decision-making 

support

Normal intelligent 

services

City event 

management

Performance appraisal

Emergency 

intelligent services

City monitoring 

and warning

Prevention

City emergency 

response

Linked command

and dispatch

City dashboard for situation overview and awareness



Situation 

awareness

Decision 

analysis

Monitoring 

and warning

Event 

management

Emergency 

command

IOC

Operation 

indicator AI

Label 

profile AI

Event 

collision AI

Video 

analysis AI

Image 

analysis AI

Speech 

analysis AI

Data 

integration

Data 

governance

Data 

analysis

Data 

mining

Data 

security

Data 

openness

Application enablement platform

Data enablement platform

Government 

data

Enterprise 

data

Resident 

data
Internet 

data
IoT data

Huawei Smart City 

Digital Platform

Huawei Smart City Digital Platform Provides Data and Model 

Support for IOC



目录
Contents

10 Huawei Confidential

Objectives and Positioning of IOC1

IOC + Big Data, Building a Smart City Digital Brain2

IOC Application Scenarios and Cases3



Monitors and visualizes major operation indicators in real time.

Situation 

presentation
Analysis and 

decision making
Event 

management
Monitoring and 

warning
Linked 

command

Overall Situation Presentation



Analyzing Waterlogging Risks Based on the City 

Meteorological Warning, IoT Real-Time Monitoring 

Information, and Historical Data

Situation 

presentation
Analysis and 

decision making
Event 

management
Monitoring and 

warning
Linked 

command



Event integration and 

linked command A fire accident occurred in 
the block where the fire 

hydrant was knocked down.

A traffic accident 

just happened.

A fire engine was dispatched 

to the fire location.

Ultra-long water pipes were 

taken with the fire engine.

A 119 fire alarm 

call was received.

A 122 traffic 

accident call 

was received.

The fire hydrant was 

knocked down by a vehicle

and would be fixed in four 

days.

Intelligent Association and Collaborative 
Management of City Events

1

After obtaining IOC 

information, the fire brigade 

adjusted fire facilities and 

bypassed the traffic accident.

2

5

3

4 1

2

6 5

Event integration and 

intelligent operation 

management

6

Situation 

presentation
Analysis and 

decision making
Event 

management
Monitoring and 

warning
Linked 

command



Warning algorithm

Stream processing engine

Redis Kafka

Spark

Flume

Risk warning Onsite maintenance by 
dedicated personnel

Event prevention

Real-time pipeline 

information collection

4G/Wi-Fi

IoT platform

Historical 

library

Rule index 

library

Prediction models

Real-Time Monitoring and Warning of Gas Pipelines Based 

on IOT and Big Data Flow Processing

Situation 

presentation
Analysis and 

decision making
Event 

management
Monitoring and 

warning
Linked 

command



Accident 

inspection

Event report 

management

Situation 

analysis

Contingency 

plan initiation

Onsite 

command

Accident 

summary

Emergency Linked Command Scenario

Situation 

presentation
Analysis and 

decision making
Event 

management
Monitoring and 

warning
Linked 

command



Case 1: Shenzhen Longgang Smart City IOC
Comprehensive data 

collection

Multi-system data 

integration Data intelligence

Sensing

device

collection

System

interconnection

collection

Onsite

collection

500 million data records obtained from 61

municipal units

180 million data records obtained from 68

district-level units

525,000 data records collected by rental housing 

and security segment inspectors each month

25,000 onsite data records collected by city 

management personnel each month

655 license plate recognition cameras, 3301 

facial recognition monitoring sites, 6000 Wi-

Fi collection devices, and 230,000+ sensors 

that collect 40 million data records each day

The big data processing 

technology is used to clean data 

and form 1954 district-level data 

directories. This integrates data 

with the map and presents users 

with a comprehensive view on 

the map.

The IOC platform displays 

the situation in a 

comprehensive way, 

collaborating the auxiliary 

decision-making, smart 

government affairs, and 

civil services.



Case 2: Building Lanzhou New Area as a Eurasia Land 

Bridge Through Data Integration and Intelligent Operations

IoT big data
 Converges firefighting IoT monitoring data, flash flood disaster warning 

and monitoring data, and reservoir monitoring data.
 Constructs the firefighting IoT monitoring database, flash flood disaster 

warning database, and reservoir monitoring database.
 Helps firefighting departments perform fire risk assessment and 

visualized analysis.

Government big data
 Aggregates 695 information resources in 34 units.
 Builds a monitoring database for the population, legal persons, housing, 

macro economy, and economic operations.
 Analyzes nine topics: population, public education, housing structure, 

healthcare, social insurance decision making, social service decision 
making, family planning decision making, housing assurance decision 
making, and economic operation.

City operation big data
 Aggregates Internet data.
 Builds a special library of economy, public safety, regional 

governance, happiness index, human settlement, party and 
government justice, and new district overview.

 Analyzes eight topics: economic innovation, strategic and emerging 
industries, public safety, district governance, livelihood happiness, 
human settlement, party and government justice, and new district 
overview.

Video big data
 Converges video data from public security, traffic police, municipal, and 

environmental protection departments.
 Constructs the video image information library (vehicle library, 

personnel library, and event library).
 Implements license plate recognition, facial recognition, personnel 

profile, and human/vehicle track analysis.

Smart City IOC

Core functional components

City 

dashboard
Overall situation, decision-making support, emergency 
command, detection and warning, and event management

Unified 

portal
Big data mining and analysis, data warehouse, big data 
modeling, and data governance

Government big data 

sharing and exchange 

platform

Core functional components

Basic resource 
library

Thematic data 
analysis

Data exchange 
and sharing

Data 
governance

• Hadoop for collection library 
connection

• MPPDB for cleaning library 
connection

• MPPDB for resource library 
connection

Spatial-temporal 

information service 

platform

Core functional components

Spatial-temporal 

information service

Spatial-temporal 

information portal

Spatial-temporal 

big data library
Spatial-temporal 

data collection
• Hadoop for tile/3D data

connection 
• MPPDB for vector 

library connection

• Government big data 
connection

• Spatial-temporal big data 
connection

• Video big data connection

• IoT big data connection
• Internet big data connection

AI platform

FusionInsight big data platform

Data 

service

Data 

analysis

• IoT data imported to 
the MPPDB through 
the Kafka

Video integration and 

sharing platform

Core functional components

Core functional components

Video management 

and sharing
Video structural 

processing

Data parsing 

service

Video analysis 

application

• Structured data and 
MPPDB connection

• Unstructured data 
and Hadoop 
connection

IoT platform

Device 

management

Connection 

management

Data 

management

Service 

support

Comprehens

ive service

Security 

management



Copyright©2018 Huawei Technologies Co., Ltd.

All Rights Reserved.

The information in this document may contain predictive 

statements including, without limitation, statements regarding 

the future financial and operating results, future product 

portfolio, new technology, etc. There are a number of factors that 

could cause actual results and developments to differ materially 

from those expressed or implied in the predictive statements. 

Therefore, such information is provided for reference purpose 

only and constitutes neither an offer nor an acceptance. Huawei 

may change the information at any time without notice. 

Huawei Confidential

把数字世界带入每个人、每个家庭、
每个组织，构建万物互联的智能世界。

Bring digital to every person, home, and 

organization for a fully connected, 

intelligent world.

Thank you."
[High-level presentation]Huawei Smart City Network Solution (Smart Pole).pptx,"PowerPoint 演示文稿

Build Smart City Neural Networks by Using a Smart Pole as a Node
— Huawei Smart Pole Solution
Enterprise Network SDT


Security Level: 


Smart City: Better Construction and Management of Cities Using Information Technologies
Information collection and transmission are the basis of Smart Cities
Smart City refers to using new-generation technologies — such as the IoT, cloud computing, and big data — to collect and analyze data, thus opmizing city planning, 
construction, and management.






Data Application
Data Convergence
Data Collection






‹#›




Smart Pole: the Best Node for Smart City Information Collection
Environmental Monitoring
Video Surveillance
Information Release
Wireless Network



Intelligent Lighting
Emergency Call
















 Wide distribution
 Good location
 Convenient transmission
1. Rich IoT:
“Neural Network” of the city
2. Access Node:
“Rapid Socket” of the city
3. Convenience System: 
“Know-all” of the city
4. Management Platform: 
“Smart Brain” of the city
 Video Surveillance
 Environmental acquistion
 Pedestrian flow analysis
 Wireless Internet access
 Information Release
 Panic button
 Public lighting mgmt.
 Municipal administration
 Traffic surveillance







‹#›
Development Trend of Overseas Smart Poles














































































































Los Angeles has 200,000+ 
smart connected street lights
Newly introduced acoustic sensors and environmental noise-monitoring sensors detect vehicle collision events and provide timely information to the city’s emergency communications system



Paris street lights provide 
Wi-Fi and seating
In addition to providing basic lighting, Paris’s smart street lights also offer Wi-Fi and mobile phone charging



San Diego has more than 
3,200 smart light poles
This smart light pole can monitor traffic, crowd size, weather conditions, and even detect gunshots, and automatically issue alarm warnings



Hong Kong launches multi-functional smart pole test plan
The program integrates lighting, mobile base stations, video surveillance, information release, PM2.5 intelligent sensing, charging piles, and more to achieve better urban management



Solar and kinetic energy to charge the poles in Las Vegas
Having the function of lighting and testing air quality, while relying on solar energy and kinetic energy to power the pole




‹#›



What
Can a smart pole bring to the city?



‹#›

A Smart Pole is like a business card of the city. A Smart Pole highlights the attitude and determination of the city to innovate 
in science and technology.
With Smart Poles, the city can attract more scientists and technological talent, and bring more investment in science and technology.



‹#›







On-Demand Lighting Reduces Public Lighting Power Consumption by 50%+
LED bulbs are more energy efficient
Lighting calendar based on longitude and latitude, season, and month
Lighting policy based on time period



‹#›

Build a Secure, Harmonious Life and an Investment Environment for Cities Through Information Security Devices


Video Surveillance


Pedestrian Flow Analysis


Visualized Alarm Reporting and Broadcast Notification


Panic Button and Video Linkage



‹#›

Business Services are Convenient and Beneficial to the Public, 
and Enhance the City Value


Wireless Surfing


Commodity Information Push


Municipal Information Release


3G/4G/5G 
Micro Base Station



‹#›

Careful Planning and Reasonable Operation Enable Public Lighting to Be Profitable


PPP and other Operation Modes


LED Ad Placement


Wireless Ad Push


Micro Base Station Resource Leasing



‹#›



Why
What are Huawei’s advantages in the industry?



‹#›

Secure & Reliable

Multi-level control of street lamps

PLC-IoT coverage

Open IoT

 Unified O&M



Smart IoT

Trusted access

Reliable transmission


Centralized NM

Visualized monitoring infrastructure
Overall Architecture of the City IoT, With Lamp Poles at Entry

Lamp Pole
Network
IoT Platform
Application















































































Standard Interface






IoT Gateway



















Intelligent lighting
Camera
Wi-Fi
Sensor
Advertising screen
One-key alarm



Smart distribution box





PLC lamp control
Data acquisition instrument

Micro base station




‹#›
Comprehensive Urban IoT Management: From Macro to Micro

IoT Smart Management Platform

Smart & intelligent light-control policies reduce the energy consumption of city public lighting by 50%+

Visualized and real-time street lamp management makes smart lighting 
clear and efficient

Data mining and big data analysis help city leaders make smart decisions

















Unified video surveillance access and human traffic warnings comprehensively improve city security




‹#›

13






Large Bandwidth, Low Latency
Smart Pole B
… …
Smart Pole A
PLC-IoT Line

 Large bandwidth, low latency support for more service access

 Supports multi-level relay, long-distance deployment

 Supports remote upgrade



OFDM modulation dynamically adjusts communication channels, avoiding interference, and ensuring stable data transmission
Low latency, 
fast communication speed, 
real-time performance 
on the platform
Applicable to most municipal road needs, supports large-scale networking and reduces deployment costs
1
2
3




















































PLC lamp control
PLC lamp control
PLC lamp control
PLC lamp control
Huawei Self-Developed Power Line Carrier Technology: Enabling Remote Intelligent Control of Street Lamps



‹#›




















Solar Energy 

Hilly Areas
Microwave
































Splitter








Aggregation Switch
OLT






























































Core Switch
Aggregation Network
Operation Center


















PON
Fiber


















Operation Platform



















Mgmt. Platform













Authentication Platform









 Wireless transmission and energy infrastructure technologies are combined for lamp pole access in various difficult cabling scenarios
 All-optical and high-performance backhaul networks meet future lamp pole industry requirements for capacity expansion
 Unified management of electrical and network devices, and massive O&M reduce O&M costs
Seaside and River Beach
Enterprise Campus
City Block
Fiber











3G


AR532
EG8084P


AR550C





















RTN510
Optical Fiber + Wireless Backhaul Network Result in Widespread, All-Scenario Coverage of Urban IoT 



‹#›

15



Built-in 5G micro base station












Overall fusion design is beautiful and ergonomic
Full consideration of wiring, electromagnetic compatibility, and heat dissipation
Multiple ways to guarantee the power supply of the micro base station
Reserved fiber accommodates 5G high-performance transmission
1
2
3
4
Smart Pole Supports Built-In 5G Micro Base Station to Promote Rapid Development of 5G Industry

Switched 2 and 3 for consistency with slide 17 



‹#›




































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































1
3
2
4
Strong current and weak current are compartmentalized to reduce weak-current
safety risks to maintenance personnel
PLC lamp controllers are maintained at the bottom of the lamp poles, without the need to work at risky heights, which is more convenient, safe, and secure
The port of the weak-current compartment is reserved for expansion, and new business rollout of the lamp pole is faster
Remote maintenance requires fewer maintenance personnel and lower maintenance costs



ONU

PLC lamp control
AR550C

Smart Distribution Box and Intelligent Power Distribution Ensure Personal Safety and More-Convenient Maintenance



Weak-current compartment
Strong-current compartment






‹#›

Automatic deployment and centralized O&M of ICT devices such as networks, storage devices, and servers reduce manpower requirements and shorten fault time

Unified management and efficient planning of various smart IoT services and city information
enable comprehensive monitoring

Intelligent analysis and proper planning of network and storage resources shorten the business rollout time from months to hours













Air pressure
Temperature
Humidity
Pollution



Screen
Broadcast 
Intercom 





Trash bin
Garbage truck
Sanitation worker





















































































































































































































































































































































-EEM-
Integrated network, security, and storage management
Integrated management of smart IoT services




Automatic Deployment of Devices on Entire Network for Unified and Visualized Remote Management, Reducing O&M Costs



‹#›

18










































Agile IoT Gateway







































IoT Interface
Generate, distribute, and manage certificates at the sensor level
Built-in hardware encryption engine, providing multiple security mechanisms at the MAC layer and transport layer
VPN technologies, such as L2TP/GRE/IPsec, ensure data security on the backhaul network

Network
Network Mgmt.
Application Mgmt.
IoT Data Subscription and Provisioning
Computing Resource Mgmt.




A







PP
End-to-End Security Solution, Ensuring IoT Data Security
Sensor Control Layer
Network Layer
Platform Layer
The LED screen and alarm system are connected based on the PKI certificate



‹#›

19



We are doing...
3
How



‹#›




Solution
Customer Benefits
 Introduce smart pole and deploy smart streetlight solution
 Install cameras, panic buttons, and air-quality monitoring on the lamp pole
 Install a smart screen on each lamp pole to play ongoing publicity videos of Yanbu
 Public lighting costs are reduced by 50% and lighting maintenance costs are reduced by 90%
 Comprehensive 24/7 video surveillance greatly reduces safety risks
 Real-time display of air quality and publicity videos highlight the achievements of smart city construction
 In a later stage, the smart screen operation can be used to increase revenue

 The costs of public lighting and maintenance are high, and faults cannot be handled on time.
 Safety risks exist in seaside areas, parks, and other locations.
 The current design style of streetlights is singular, and there is no high-tech appearance.
Customer Pain Points
Smart Pole Project of Yanbu Smart City Phase 2: Saudi Arabia 



‹#›


Smart Pole Project in Haidian Park: Beijing 


Solution
Customer Benefits
 Build a public lighting platform with LED lighting + PTZ + Wi-Fi. There is 360° video surveillance and wireless Internet access in the park.
 The LED screen of the lamp pole is used to publicize information in real time, and promote public awareness. 
 Panic button provides instant emergency calling for a safe and secure park.
 A total of 28 smart poles are deployed.
 Saves on secondary energy usage and reduces costs
 Provides intelligent inspection of park assets and timely repairs with quick and efficient maintenance 
 Standardizes social safety by detecting and preventing social safety issues in advance
 Improves the image of the park and the LED screen promotes the park’s culture

 Guided by the 13th Five-Year Development Plan of Smart Haidian, Beijing Haidian District considers Smart Park an important part of Smart City construction. The goal is to improve the living quality of residents, raise the overall living standards of the people, and enhance the happiness of public life.
Customer Requirement





‹#›
All logos and images displayed in this document are the sole property of their respective copyright holders. No endorsement, partnership, or affiliation is suggested or implied.


Copyright©2016 Huawei Technologies Co., Ltd. All Rights Reserved.
The information in this document may contain predictive statements including, without limitation, statements regarding the future financial and operating results, future product portfolio, new technology, etc. There are a number of factors that could cause actual results and developments to differ materially from those expressed or implied in the predictive statements. Therefore, such information is provided for reference purpose only and constitutes neither an offer nor an acceptance. Huawei may change the information at any time without notice. 
Thank You.







































































基本 RGB












































































基本 RGB












































































基本 RGB












































































基本 RGB






























/docProps/thumbnail.jpeg"
Huawei Smart City Brochure.pdf,"Leading New ICT
Building a Better Smart City



Leading New ICT  Building a Better Smart City 1

