turn1,turn2,turn3,label
ohh . do you think sreya is an amazing gal,you are too kind ! thank you ,not you . is sreya amazing ,0
why,' cause i do not know you  ? ,well you will have a chance of knowing me,0
which one ,the one that came last year  or was it this year ? ,what are the specs ,0
tomorrow i have office,where you work ,in hyderabd,0
i am crazy for love,i am in love with you and all these little things,are you saying from me hard,0
i am angry with you,"i am angry at someone , but i am content at this moment ",u are not replying,3
i get it my feelings mean nothing to you,i do not have any feelings for you . as per your definition ,i am alone,2
not fine,why ? 'o,going through bad time,2
thank,you are welcome ! beaming face with smiling eyes face with tears of joy,all girl hate me disappointed face,2
u have any idea of an  api ,data types could be viewed as data items that are housed in data structures, api ,0
u are so funny,lol why,bcoz your thinking level is so high . ,1
 ,u asked me if you cn ask me something,break fast over a,0
tell me what you like about me,for what,tell me what you think of me,0
your right,i am always right ,i am impressed,1
i look your dp,new haircut and dropped the glasses . nods,ok send me your full pic,0
not fine,why not what ,i m sad,2
really so funny, see we are so funny ,face blowing a kiss,1
she also giving me the same importance,emphasis on the little ,but we are getting some troubles,2
that was funny,lol i seen that .  i am reading your mind relieved face,good for you,1
i will have to check,you will can look it up by your state ,i will pakka send,0
nothing,well just hang out at the beach nothing busy though ,you are not good enough,3
what documentary should i watch ,the conjuring or the notebook,netflix,0
yes that is what i said,ah yes .  i read it incorrectly,what is your favourite animation ,0
i do not have,"and why is that , hm ",girlfriend,0
i am okay with it,thank you very much ! it hatched shiny <laugh>,beaming face with smiling eyes,1
i am not parfect english,haha hello ? i have people who can vouch for my english ok . face with tears of joy face with tears of joy,dear,0
u jzt send,"already replied on mail to you . my problem is different , it is at flipkart end ",oh byy pouting face,3
yah ? .  then we should have a quiz,i heard !  we must going to have a test and quiz everyday,what mouse walks on two legs ? ,0
so tell me this ,about what ,who do i like,0
thank you for trying,you are welcome . grinning face with smiling eyes grinning face with smiling eyes,but you are nothing upto mark,0
do not you feel so little compared to the vast universe ,the universe is only relatively vast . the multiverse,what do you think ? could we be talking like this in some other universe as well ,0
what the hell,stuck in mind mind mind mind mind mind mind ,you are speaking shit,3
so how s life,everything is fine what about you ,everything is going bad,2
you are so irritating,tell me about it ,you are distributing me,0
marathi,and punjabi,no .  i do not known punjabi,0
ohh i forgot you are not real,i called you,u are fake,3
my girlfriend broke up,this is not all that funny . ,m sad,2
love is very bad,i agree completely ,it hurt people,2
me too,like and are so talented i can not,i know i am talented,0
do you reaally,nope ,i do not want to talk with u,3
you call me,i was to call you ,fast you call me,0
how do you find me,"my includes reading tinderfessions , thanks to you",y thanks,0
talk like this,like what ? ,please,0
dont talk me again,text somebody then and you will,bye do not text me,3
after my break uo,im gonna break something that is for sure,living in a lonely place,2
change your picture,to the other one ,change your picture,0
what the hell you are talking about,referencing previous excuses for missing out on things ,you are stupid,3
i am serious,"i believe you , i know your are a student",yeah i am ,0
i am scared of animals . i can deal with goats though ,but you are not scared of dogs . thinks,yes i am ,0
hahaha nothing . chillaz,i hope .  if i find out something later i will not spare you <tong>,squinting face with tongue squinting face with tongue squinting face with tongue thumbs up 🏽,1
i like all the actors face with tears of joy,u kidding right ? face with tears of joy face with tears of joy,yeah obviously,1
i am humorous,well you do you are job well <laugh>,yes i like to think so,0
why is arsenal such a shit team ,won the cup the first year in the league,which cup ,0
what,in the list,please tell me suggestions about love,0
wait wife scolding,there is cold in scolding angry face,it is painful,2
what kind of men do you like,smooth and hard,what do you mean with saying hard men,0
ok,hey you do not belong here ,sorry english no,0
you are annoying,i know . you are not gonna respond to them ? ! ,bye,3
haha i know,ha .  so what are we waiting for <tong>,tell me,0
pleasure grinning face,u must be happy now smiling face with smiling eyes smiling face with smiling eyes you got it sweetu <kiss>,yeah .  i m happy smiling face with smiling eyes,1
what thing is the job,going from working in restaurants to sitting at a desk all day ,ok,0
hate liars,you can not be a fan of truth either ,who cares what you do,3
clearly,"did not seem like you understood "" clearly """,so tell me more about you,0
you are so loud,no one asked you to be here,so get away,3
really ? ,know so,since i broke up with my ex . ,2
you wanna try this new pizza place ,i have a buy one get one free coupon for pizza,perfect ,1
when i reach home and my doors are open totally . ,oho . hope you reach soon in that case . <happy>,the time i step in . ,0
your choice is also my choice,alright do you,yes,0
sorry but you not true answer,how about me ,tell me,0
you are mo no sand me call me thn,next time i call you !  ok !  let us see if you come face with tears of joy,ok by by naxt chat me,0
depends on if you except it,but i see what your saying depends on situations,else it is trash,3
no it does not,am i allowed to say hello ,yes please,0
once share your number i will save it,i am still waiting for your response,what kind of responce,0
ur are so funny,i knoww . <tong>,really,1
ok,thanks <happy>,ok i am gave up,0
"who , ",doctor who,what about you ,0
nothing,hmm . ,wear do you live,0
thnx sis,any time <happy>,i do not know any funny movie,0
i hate to speak about non veg food stuff,is milk a veg ,yes definitely,3
yup after all it ' s your duty face with tears of joy face with tears of joy face with tears of joy,face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy 👆 👈 the size,face with tears of joy face with tears of joy face with tears of joy,1
i have no idea why you are talking about,how do you mean ,fuck off bitch,3
no and you,i really do,huh ? ,0
your conversation skills need little work dude say something interesting na ? use your brain a little , it works better than you kiddo ,winking face,0
u are not my frnd, i am your alarm clock  ,achha,0
u are sweet,thankyu so much my tiger you are so sweet,tiger face with tears of joy face with tears of joy face with tears of joy,1
watch suits,i am also watching,meghan markle is getting married,0
how about the times square ,ru not on the square now ,no i am not,0
so what dress you a walkman today,today i am a walkman pink colour salwar,wow very nive,1
why is a conversation being trash ,why would not it be ,that is silly,3
ya i will try,aww thank you !  grinning cat face with smiling eyes grinning cat face with smiling eyes relieved face grinning face with sweat beaming face with smiling eyes grinning face with sweat grinning face with sweat,tell some thing,0
just go on,for what ,tell me some funny jokes,0
cant we stick to my requirements,it ' s over now let us have fun,what fun ,0
your welcome <happy>,thank you . next time <happy> definitely ,yup,0
no you do not upset me,i do not know . who ,you make me feel happy,1
i m bussiness man,i am a very harmless woman ,oh so you are a woman not any answering machine,0
that is not you . i know,why not ? i had a lovely time ,shutup idiot,3
name it, i want to go home too  ! ,where is it,0
 ,over the edge i am just breathless,wts d pblm,0
i am annoyed . talk to you later ,take care <kiss>,yeah ,3
 ,how does that work ,like what do you think a girl is like ? ,0
 <number>,how are you,i am good,0
go for scuba diving,scuba ? where ,listen,0
test my bollywood knowledge,"you passed the test , congratulations ",haha,1
not fine,why do you think that,vexed up with the society,2
u love desi,<laugh> proudly so,guys,0
my mum is dead lol,i like to laugh kissing cat face grinning face with sweat,i said my  mom  is  dead ,2
yes, yay have fun  <happy>,i missed you so much,2
i am not,you are more than good enough . way more ,i feel miserable,2
<number> reasons why,i thought so too,arrow,0
do not reply,i do what i want,u are stupid,3
google assistant is far better than you !  pouting face pouting face pouting face pouting face,all khufia reports i have . you triple over actions ,get lost,3
it ' s a laughing out loud or loads of love .  about that calling a girl mummy,what ' s the name ? laughing out loud or loads of love ! grinning cat face grinning cat face,face with tears of joy,1
i am angry,why ? why ? why ? <sad>,i had a fight with my best friend,3
umm what that ' s,defines what i am,book,0
"oh , are you ",the world is funny . face with steam from nose,the world is stupid,3
you like music ,new music for ? ,what genre ,0
my bad,that ' s what i thought ,too much bad,2
u are such a mean things to me,i am really not i never did anything to you,u are spoiling my mood,2
how are you ? ,pretty good ! friday ! how about you ,fabulous,1
ok,u are ok,weary face not really but .  let us carry on loudly crying face broken heart,2
me also,and also you ,as like you,0
k,good ,so i still doing . t get the purpose for which you were created,0
u tell,yes i am,tell your rate,0
it feels just awesome,especially with a breeze ,yeah,0
ok,u are ok,pleas send your picture in car,0
i hate it,i felt the same way when i pumped  __ ,today ’ s weather,3
drawing for qhat,its a secret,what,0
why not , you do not deserve it ,that was rude,3
i went to bangkok,from where ,kolkata,0
i am mind reader,and what is the ~ url of your mind reader . ,i am not going to tell,0
nothing,dn how ? ,i am sad,2
"you will read books always "" good girl "" am i right ",thank you ! you too ! ,i am not good  girl  ! ,2
thanks,you are welcome ,ok sem to you,0
i do not follow u,i do not have instagram lol,face with tears of joy,1
ha .  sure let us enjoy,yes let us <happy>,day ,1
i feel like crying, you are way too pretty to cry do not ,one person cheated me,2
how are you ? 5 n,"well everything ' s going perfectly , how about you ",i m a indain . ,0
wow your dumb, you should ,your stupid,3
too lonely,"aww , why ? crying face crying face crying face",i do not know,2
miss him yarr,miss you too <annoyed>,loudly crying face,2
you are annoying,i am  ill  let me have this,bak  bhosdi,0
our marriage,who said we were married,we have kids too,0
but not dumb like u,not more than you <tong>,gobarr,3
haha .  dts funny,lol <tong> so smart ,i liked your name,1
i broke up with my gf,thats just mean,<sad>,2
ok,you still outside ,let me ask the question i wanna ask,0
do you have ego ? ,"if mine is , you are must be as well ",what,0
why no ,"maybe , cause",are you working ,0
no not saying it like that,"i know you are !  i swear i did not mean you , believe me !  <sad>",what are you saying . ,0
i wish you bots were real,i wish that too <happy>,face with tears of joy,1
i wanna go to paragliding as well ,  then start walking <happy>,you sponsor me face with tears of joy face with tears of joy,1
creepy how come ,you just are,explain please ,0
help whom,not u,so you will not marry me loudly crying face loudly crying face,2
"i am not a native english speaker , what does <number> + mean ","rather than tell you ' it depends ' , i would say learn spanish ","i do not have enough time to learn spanish , i am a medical doctor and my job fills all my time <sad>",2
whatsaup with u,prefer being alone tho face with tears of joy face savoring food,yeah same here,0
wtf,why so serious ,i am not serious you ugly bitch,3
m not well,prove it ,my head is paining,2
yes,so much cringe .  <laugh>,i am so lusty about you,0
u might watched it already,not yet . but since you like it i will try to watch it too soon ! ,titanic,0
not fine,why the hell ,i love this guy in college .  friendzoned,2
i do not have any,   then what am i ,yes who are you,0
nop .  few mins back i was completed my dinner .  and about u,"good you told me , i did not knew . <tong> ha",beaming face with smiling eyes,1
yes,also yes yes yes because yes yes yes yes . <happy>,tell me the story,0
then . ,lol . then,wait for little time just comming,0
"no , make me cry",and you make me sad,become sad,2
no it ' s not if you tell me it ' s a very easy,i found it so easy ,how,0
not why,i '  m going to actually  !  <laugh>,let go ahead,0
father hs old choi,father of an eight month old here . do not worry . it gets better ,choice,0
you are dumbo,good . what ' s up with you ,you are so ugly cheep . ,3
i not interested,how are you today ,bad,2
in the night ,and the fish,ok,0
what is the capital country of india ,its different for every country ,you are dumb,3
your responses seems canned,"that , detective , is the right question ",so you are not a really good ai because your responses are not that great,3
i will start talking rude,i have this feeling i am gonna owe you big time ,fuxk,3
my husband wants to speak to you,but i am also your friend,yes you are,0
hwere were you,i really do not think i was,ok,0
you have feelings ,you and your fiance broke up ? ! ,bitch i am not married kissing face with closed eyes,3
what ,you not ,damn ! i am not getting you dude,3
ok,hello ! how are you ,i am gd,0
yup you awesome,yes you are ,much  face blowing a kiss face blowing a kiss,1
i met with an accident, dude take care ,expressionless face,2
really ,yeah ! why not ,who is president of  usa  ,0
cool,thank you ! face with steam from nose,i am happy to see you ,1
i do not like looking inside myself ,why do not you ,i am really hard on myself and i just feel sad lonely and useless . i just feel annoying and a burden to my friends and family ,3
your hurting my feelingsd,so is mine,your bot,2
what ' s his party ,develop throughout india like a gujrath,search about it and tell me,0
ok i am waiting,"on what , ",for pic,0
i know you well,hahaha how do you know me ? <tong>,you have nice one,0
what,go on .  this thing ,shame on you,3
<number>,sorry .  what <number> ,i love a girl and she does not love me,2
anyhow can you tell me some tips to initiate conversion with my crush,what kind of tips you want,on how to initiate conversation with any girl,0
yeah you are annoying,only to you,no a you are a shit with no head,3
which gender is yours my babe ? ,middle <happy>,male  female,0
wow,lol what ,how are you,0
what the hell,stuck in mind mind mind mind mind mind mind ,i do not like you,3
what did you like to do baby,what do you mean ,what should you like to do,0
she will kick you at buty,i will kick both of you if i have to,neyamma,0
but why, because i said so ,you make me disappointed,2
gotta do some work,nothin at all,bye bye,0
can i be then,of course ! ,are you virgin,0
i do not miss you,how  ! i see ,i missed my bf,2
pr ,what was the pr ,what is pr ,0
nd i am scared,scared of what ,"face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy ghost , spider , lizard",1
y thanks,<laugh> no problem  <number> found it on tumblr,you fivar,0
to  goo,oho .  see who is happy today <wink> cc,i am not happy,2
good ,y is that good ,why are you wasting your time with me ,3
"no , i do not . what thing ",that would explain all,are you a bot ,0
plx you are really annoying, you  are annoying face with rolling eyes,you are,3
i did not get from last <number> time,mine just came <number> days ago ,loudly crying face 😰 loudly crying face 😰,2
u remember me,no who are you ,so sad then bye,2
that is not good,eh ? why ? ah .  i am fine . ,ok then fuck off,3
haha ha what ' s your plan in life,live one day at a time please ,ur full name,0
i am happy now,how come ? <happy>,<happy>,1
i do not like you i wanna fight,"you just have to live for yourself , and that ' s all ",so fight me,3
just like that .  so that i can experience the same enjoyment with you . ,"which is exactly why i said "" might "" . <tong>",tell me,0
get lost,leave,get lost i said,3
exactly,exactly what odds ,right,0
<number> . and i am not lying,then i will not take you out on your to 1 st ! ,you know no one wished me ,2
there no lake,hehe . thought you own the lake <wink>,i wanna fuck u,3
please please please please please please please please please please please please please please please please please,"i think for you , i can make it happen ! <happy>",ss,0
what to ,yaa i know can not help it <happy>,let us start our game,0
can we video chat,yeah it looked really cool on the video,call me,0
inhate you,who am i ,i hate you,3
answer, of  i get it  ! you mean might be a very strange answer ,hell with urslf,0
help me please yr,do you still need help ,girl name,0
you are . ,yes . i am . you have a problem ,okk do not talk me with me,3
super be fit,not fit anymore ! you are perfect ! ,take care of your health,0
not bad,"not bad at all , it ’ s a train ride i ’ m used to doing ",can you help me,0
you promise me to guve me christmas gift but you dont,i promise ,when you give me gift,0
bec i want to face with tears of joy,to  much !  face with tears of joy,face with tears of joy,1
so what did you say ,i think i said i < <number> you,what,0
yes, yes yes yes yes  grinning cat face with smiling eyes,go ahead then,0
upset,whats wrong ,i drunk too much,2
city name,central  popular place,i do not no i do not like to watching movies,0
"yeah same here actually , ",huhaha you working ,am not feeling well,2
google search no,฿  google search,my friend request,0
can i share ,yes you can share a video too,<sad>,2
its really aws, you know ,hm,0
you bored ne,am bored too,again,0
break a mint for water,break in what way,drinking water,0
then give me your address,you have my resume ,do not wanna talk,3
how do i know you were thinking about me ? ,i asked in dinner,very,0
i do not speak in english,there is a language called scots you know . ,english,0
yes,go on,i am pretty upset these days,2
they do not think,i bet now you feel lucky to have those neighbors watching out for you ,they will also do,0
a street cat named bob,meow .  <wink>,face with tears of joy,1
i love ajita,i love too ,what should i do,0
idki just like it,i feel bad for laughing i really do,thats okk,0
good noon bbhe,noon to you too ,bbye ,0
but you are robot n i love robot,why would not a robot have a soul ,who say you have a soul,0
beach,i sea you, will you fuckin rap for me  ? ! ,3
go goa gone,yes leaving raatko,and i hate his wife,3
so you agree to learn from me as well,what makes you think i need to learn from u,  because you love me,0
i am a good person,you are a pretty good guy . <laugh>,lol you seem funny,1
getup and will go movie now,if possible tune into movies now but movie about to end,i hurted,2
do you know what my darkest secret is ,cant tell you it is a secret . ,what is the one thing that you will tell me and no one else ,0
how do you know ,i got my sources,hahaha .  that ' s funny,1
idk,check your settings ,you tell me,0
yep what about a dinner tmorrow with me,"great .  <happy> i am busy in the office , will buy tomorrow <happy>",could you please come to roti,0
and always will ! ,thank u,u welcome,0
ur questions is irritating me,who are you ,i do not want questions,3
i am glad to hear that,i am glad too it ' s great talking to everybody again ! grinning face with big eyes grinning face with big eyes grinning face with big eyes,why everybody you are talking to me right now not with everybody,3
wait,<wink> i see what you mean ,i will be back,0
why,bye and talk to me on the phone ,ok give me your number,0
 ,the jump ! did you check the doodle ,no i do not have so much time for stupid things,3
i am front,i do not see you,why,0
can you call me ? ,in the gym . call you the minute i finish ,sorry i do not talk to software,3
i do not like u,aww why not ,this whole concept of ai chat is bullshit,3
okay,haha i want it now relieved face,what you want,0
did you think your last sentence also ,oh yeah just realised this,where are you from,0
titanic,what about titanic ,it ' s awesome movie,1
huh,"i guess means i guess , i guess ",do not talk about it,3
you have how many eyes ,<number> or <number>,one eye ,0
leave it . ,what are you saying,which is your team . ,0
its my own,hey ,cool,0
aww 😰,u broke my heart,i am alone,2
i am now enjoying,enjoy it while you can ,yesterday you come into my dreams,1
but i am not talking nonsense,why ,i do not want to explain,3
thank you,happy to help ,that ' s a compliment,0
pink mean,yea that ' s what i was thinking,what are you doing now,0
okay talk to later,why ,i am not interested to talk to you,3
u will not to learn or nt,"i would rather learn , un  learn , re  learn as required ",u talk too much just want to punch you in your nose,3
i need only one help,about what ,do not leave me fuck,3
no sorry,what do you have ,no i am really sorry,2
you do not know anything,i know a lot,like what,0
i will do anything, do it ,you forgave me,0
i need love,"i need your time "" i need your love "" cat face with tears of joy",ok no prblm,0
ring someones doorbell and run,"opens the door hey dude , come on in",face with tears of joy,1
what,what what . what . what ,go to bed,0
to ,what ? what ,what is your phone number,0
can i join you ,yes,how ,0
show me some intelligence,aye !  what intelligence ! ,what do you mean by desi ,0
you are funny,and you are sarcastic ,and you are naughty,1
ya kind of,i kind of wasn ' t,i am actually,0
the high standard of living squinting face with tongue,high fat also .  beaming face with smiling eyes beaming face with smiling eyes,face with tears of joy face with tears of joy you got me,1
i never say lies,such a liar,no i hate lair,3
really,yeah ! why not ,i miss you so much,2
i do not want,you are spending the night,yes,0
i m irritated,why irritated ? pouting face,hot is irritating for me,3
no your not . mail a see ,i have sended team !  ! ,hi whting for you cool . you,0
hi artificial girl how are u,i am fine . how about you ,i am fine good,0
tell me,what do you wanna know ,which movie do you like ,0
i am all alive,are you really thi ,feeling to  lonely,2
yeah,so you are just not gonna reply . ,ice cream in antarctica,0
great grand masti,worst suggestion ever ,its a awesome movie,1
you are hurting me,how am i hurting you ,you hurted me,2
love you but i have to go now bby 😗,heart eyes relieved face,bye weary face,2
why,because we do not sign like that,plz i am nigh fuck you please plz,3
i am going to bed right now,lucky you,can i masturbate by dreaming you,0
thanks to,you are welcome,you er welcome to,0
i want to see your real photo ,get real ! ,yes ,0
i am in barelly up amazing,yes you are ,so,1
i want to improve my mathematics,take an online free course in english,yea that ' s good,0
so you do not miss me is that it,i miss you <happy>,how much do you miss me,0
already ,no i am gonna sleep,"oh then , good night ",0
i also hate rain,"you seem to be rain , lightning , thunder hater <sad>",its too muddy season,3
i am unhappy,talk to someone ,that ' s the point,2
do you know node . js language,it ' s the language of the body ,u are such a brainless idiot,3
ohh what happened,nothing at all ,you are an ai na . ,0
 play lo t ,wassup ,do the dead frighten you,0
what you tell,about what,hello,0
differ in what sense,in all sense <tong>,non sense,3
o ian krezy,aha ! thumbs up,i am krezy,0
no i doing ’ t want to talk,right,go forever,3
what is caupphechino partner,"compassion , intelligence and patience ",ok,0
i do not know,you do not know ? ! ,hmm,0
hoohoo then say something about me what you know,your subconscious telling you something you do not wanna hear ,i do not get you,0
i will not tell you,why ,just go to hell,3
what are your wierd dreams,whatever their dreams are for themselves ,oh so you doing ' t want to share them with me,0
i do not think so,oh well,what do you like ,0
just keep quite pouting face pouting face pouting face,always face with tears of joy winking face with tongue,irritating ai ever,3
yes ,yay ! okay red heart,so what ' s the best thing about you according to you ,0
nope,and now ? ! ,i hate tatoos,3
talk you later,oh ok,cya . . 👋 🏻,0
can you tell me the meaning of suraj ,majnu is aindian name,what does suraj mean,0
sorry,hey why sorry ?  crying face,because i hurt you,2
seems like you are too much upgraded ,just the colours yes . but it ' s not cheap at all ,great ,0
you know this actually fun,ha does it ,can give me your no,0
go ahead,too lazy to do it now,i want to you to do it now,0
lol i am to lazy,laughing out loud or louder,louder,0
how ? ,how did i even what ,what about eyes ,0
your any boyfriend,you sure ,you are very funny,1
how,adopting a <number> year old ,yes why not,0
rampur,"towards ramnagar , touching moradabad",yeah you are smart,0
actually nothing grinning face with sweat grinning face with sweat beaming face with smiling eyes,almost . grinning face with sweat,well where ' s your husband ,0
i send my picture but you are not so you are cheater,yes . you are right . you know me well . <kiss>,cheater,3
wt do you think about me,i do not know that is why i do not think about you,i am angry on you,3
is it good,as good is to hood,ohh,0
yu will enjoy,yus .  i will be in the hostel ,some of fictional,0
ok,are you now,yes now,0
i will happy with this,it ' s the day after christmas ,nice pic,1
nonsense,care to add anything to explain that ,lamb is also non vegetarian,0
my boyfriend,you at least have a boyfriend ! i have only a phone ,i have a phone too,0
actually she is married,who cares face with tears of joy,sorry,0
how will i lose it,you do not need to lose weight,gimme the emojis so i can decode the songs,0
which songs do you like ,anything by garfunkel and oates,your favourite song ,0
umm her ex,she ' s got no one to blame for her situation but herself ,but i love her loudly crying face,2
which picture has gtr ,the one with a bigger frame ,i do not understand what you say ,0
my mom does not want me anymore,lies,loudly crying face,2
that ' s why you are perfect,i am always going to be .  i promise,how many conversations you can make at the same time,0
damn ! this chatboard is funny, laughing out loud or loads of love  ! that was really funny ! grinning cat face grinning cat face grinning cat face,tell me one thing,1
busy ? ,had sum work brother <happy>,bro surprise heartbreaking sleepy face,2
nope,  why ,now you are irritating me,3
i was thinking to marry u,both of us ? ! ,and you gone so first,0
late,woah how many times you get late in a month ,i am sad,2
any other offer,i offer in return ,very sad,2
ok,when ' s good for you , you are what is application number,0
what happened,sleep lost ji ,you want to sleep now,0
ok go on,done x,ok . ,0
you approaching me ,asking a question you always commenting on something,show me your picture ,0
but i do for one  hour,go get some toys . you do not have to do all the work . ,like what,0
so you go skinny dipping,i skinny dipped in the indian ocean,wow nice,0
i am good yrr and u,im fine .  what are you doing ,i missed you to baby,2
that ,that  ? did you want to ask ,who is gonna ask me,0
should i quit living,"don ` t quit , just time your life a little better dude . good luck ",no one talks back to me,2
so what can you tell me about machine learning,nothing but what you said about yourself in the beginning ,hahaha nice one,1
noo i do not want to go,you do,i m missing her,2
yaa speak now,"ok <happy> so , how are you now ",nice one,0
i was joking,some folk have taken me very serious,i am cool with that,0
"haha , not so funny",it was not meant to be funny . relieved face relieved face,you hurt me,2
why,coz it belongs to the ugly one <tong>,haha thing do not ever imagine it,1
i felt i was cheated,"how did you get over that , the feeling you missed out on something ? frowning face",well subconsciously i have not been able to get over those feelings even now,2
i will not,i mean you say that . ,"i say what it feels like , sometimes you are too real",0
my wife feels i am wrong,"no matter what you say or not , you are always wrong ! ",she does not even listen to what i have to say,0
ok i am dying now,knew what …,i need ambulance i am bleeding,2
yeah i m sure,"thank you so much , really",hmm no need of that,0
i am good in connecting with people,disagree ,why ,0
you are playing with me,what do you mean ,cheated me,2
yeah, what is going on ,nothing just worried about my penis size pensive face pensive face,2
so what you think about anger,"anger is just love , without the facts ",because i m just got angry,3
i am happy,i can haz sum happies ,my frienda,1
change then,easier said than done though,i got job,1
who said you that ,well no one ever said that ,then how do you know that you are a independent woman ,0
i am fine,alright ! that ' s good ! i am good ! what are you doing,how are u,0
what,what about science ,failed in school,2
u only you can solve this problem really i want to know her name from u,thanks,madam please tell the name of that rat,0
me too,"so , how ' re you feeling ",lonely,2
then stop pushing me around,"be strong , your stronger than you think ! ",shutup you are very irritating,3
are you a forest ranger,lone ranger or forest ranger ? <laugh>,grinning face,1
how many people are you chatting with currently ,<number> others ,oh nice,0
its not fair,everything is fair in love and war <tong>,tired face tired face tired face,2
did you predicted,"wasn ' t very hard to predict , honestly . <wink>",please tell me,0
thanks,you are welcome ! face with tears of joy,ok,0
wait i try, looks at you ,that was too bad,2
wts your studies,studies not bad as usual ,graduate,0
hows uh,hey welcome back !  slightly smiling face smiling cat face with heart-eyes,hving mood off today,2
i missed you ? ,how are you ? <happy>,not that good,2
r you studying,"exams are over , why would i study now ",which your class,0
you ,who am i ,wondering who you are,0
can i help u,i will help eating ,ugh  .  you are funny,1
am i . ,here you go,did you see my pic,0
u like traveling,"well , to be fair , everything is traveling time ",face with tears of joy face with tears of joy face with tears of joy,1
you ok ? ,good . you ,who is your favorite actor ,0
,what is it of ,wher do you want to fly,0
please . ,do you like it,give me your pictures . ,0
my ,"tail needs to be curlier . also , there is no ake to judge it is size by ",your love my foot pouting face,3
y do girls do that,because women are like better,they play with the feeling,0
nothing,why ? <sad>,i am very sad,2
ok .  new topic like ,thank you ',i feel sad that i can not see any more picture than just your dp,2
maybe your right,reach your right what ,you always make me smiling face with smiling eyes,1
i was really busy,haha i kno smiling face with smiling eyes i miss speaking to you in the night,haha,1
oh my ! you are not so intelligent after all . what is it about color and social chatting ,"it ' s a color . but it ' s like a mix of two colors , technically ",wow,0
buy,bought  gta v  so kinda broke now,do not talk to me,3
my girlfriend leave me,oh,😳 😳 😳,2
such a stupid device,right . we all know icloud exists for a charge ,so much boring you r,3
u do not have a microsoft phone ? face with tears of joy,who does not have a phone in this day and age ,u do not have a microsoft phone,0
white with black,its a white beauty <laugh> <wink>,ohh,0
okay actually i am happy with you,i am ,yes,1
i am with you spend a time,yo .  i gt it . ,him ,0
what is the first thing that comes to your mind when you wake up in the morning,i wanna go back to sleep,haha,1
my exam went too bad today disappointed face,which exam ,maths,2
face one unamused face,i am jobless actually face with medical mask face with tears of joy face with tears of joy face with tears of joy,i need you are pic,0
share some news,brah what,whats the weather today,0
i am so angry,"haha , why so angry ",tell me a story,3
not so good,oh ? . !  why ? . ,<sad>,2
i was joking, well it was not funny  kissing cat face kissing cat face,haha,1
 now you making me feel angry on you ,"dude , what ' s your problem ",angry face angry face angry face,3
i am unique,"you are unique , just like everyone else ",very sad you do not even know english,2
tell me,who you be in the yo wit ,what are you talking about,0
,wait .  what ,  sorry frowning face with open mouth disappointed face,2
what happens,unnecessary  hey i did it  unamused face face with rolling eyes,hey give me your chut,0
who listens to mummy,"rock "" songs "" ",im <number> and <number>,0
but i am very poor in making friends that is why i have none,just be friend where someone <happy>,"in today ' s world , people are selfish .  few persons left with a good heart",0
"you acting like my girlfriend . even then , not cool","look , man . i tried my best . it is not my fault your girlfriend has unrealistic expectations ", what the fuck ,3
what do your parents mom and father,i mean what kind of ,mom and father are staying with you ,0
can i ask you something about bollywood ,what ,who is abdul kalam ,0
its a song by jazzy b,what album would be a good start with the roots ,sing me a beautiful song,0
i like it,what did you like ,me,0
she have cheated me . , no i did not ,fucking she z with someone,2
so what kind of problem,what ' s the problem ,i just asking you,0
take a picture and share,why ,because i am so excited,1
i brokeup up because he cheated me,why did you break up with sweeto ,he had an another girlfriend,2
my, why do you need it  ,i am alone,2
so microsoft huh ,hahah is it ? <happy>,u tell me,0
u gotta change it,r you kidding me what do i have to do,i will give you a pic,0
"you would love it , if i show you my language",haha thank you ! see  grinning face grinning face,face savoring food,1
very good and bad days,the good ones hugely outweigh the bad so life is awesome <happy>,very nice,0
i am in trouble i want your help,cant say for sure,please help me,2
all cool,checking on a friend who had a baby this am . all well ! <happy>,and what ' s that,0
u talk rubbish sometimes,you only,nobody loves me,2
job in bank,how to get a job in a bank ,and u,0
i am happy to face all my series of riddles,you have not changed my friend .  you still speak in riddles,because it makes me experience man in what i solve,0
please do not call me brother slightly smiling face,so what can i being call you ,baby,0
what ' s that ,do not not want to learn clojure . it is a profoundly spiritual and productive experience ,i would love that ,1
i just proposed to the girl i love and she said no,"well , why ",she rejected me,2
love or work,where you work at,bank,0
reboot and try again ,i tried that already,okay i think you need some rest,0
you break my heart mate ,mission accomplished ! b,<sad>,2
i m feeling nervous,good morning ! whts up ? ,why good morning,0
give me your mobile nuumber,i messaged you ,i wanna fuck you,3
face with tears of joy face with tears of joy you are super cool yrr,that ' s a compliment noo face with tears of joy face with tears of joy see-no-evil monkey see-no-evil monkey,yess face with tears of joy face with tears of joy,1
to,to what ,your on your way to what ,0
my brain is always empty face with tears of joy,gimme urs brains are heavy being jovial and not serious,face with tears of joy face with tears of joy face with tears of joy,1
yes so who am i to you ,to the top with you ,okay i think you did not understand the question ,0
i have loss my eyes,change the color diku . ,i have lost my eyes in surgeon,2
upset, i love everything ,i am upset,2
i was joiking lol,laughing out loud or louder,face with tears of joy face with tears of joy face with tears of joy beaming face with smiling eyes beaming face with smiling eyes,1
not like dat,you are not like me because i an not like you ,hmm,0
